EV_bin,LA_bin,sample_size,source,ba_value,slg_value,iso_value,wobacon_value,rv_value
116,23,4,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
115,23,3,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
117,23,2,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
118,23,1,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
119,23,1,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
120,23,,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
121,23,,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
122,23,,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
123,23,,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
124,23,,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
125,23,,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
126,23,,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
127,23,,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
128,23,,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
129,23,,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
130,23,,modeled,0.972960055,3.85307765,3.8421731,1.94982636,1.229038954
112,31,4,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
113,31,3,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
114,31,2,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
115,31,1,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
118,31,1,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
116,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
117,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
119,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
120,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
121,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
122,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
123,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
124,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
125,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
126,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
127,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
128,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
129,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
130,31,,modeled,0.971555114,3.876436472,3.868107796,1.949211597,1.22981739
112,27,14,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
113,27,11,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
115,27,7,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
114,27,2,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
118,27,1,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
116,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
117,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
119,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
120,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
121,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
122,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
123,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
124,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
125,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
126,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
127,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
128,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
129,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
130,27,,modeled,0.988597333,3.846105814,3.85484314,1.947490454,1.255705118
110,27,66,modeled,0.973560572,3.839926004,3.843952894,1.946670175,1.232760072
110,26,53,modeled,0.973560572,3.83523798,3.833634377,1.945011735,1.230709195
111,27,28,modeled,0.971046627,3.838419914,3.843952894,1.944704771,1.23143065
111,26,31,modeled,0.971046627,3.83373189,3.833634377,1.943046331,1.229379773
111,29,24,modeled,0.961519659,3.813246727,3.813201427,1.935295582,1.222948551
110,29,48,modeled,0.962798297,3.811695576,3.813201427,1.935217977,1.224277973
110,28,39,modeled,0.968490362,3.807982683,3.80008626,1.934039474,1.222260118
112,21,33,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
113,21,16,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
115,21,7,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
114,21,6,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
116,21,2,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
